id	tier	category	english_cue	expression	anchor	example	sources	note
S47	response	Structurer et prendre position	departures imposed by circumstances	des départs imposés par les circonstances	départs imposés par les circonstances	Le départ vraiment libre existe, mais il reste minoritaire par rapport aux départs imposés par les circonstances.	Economie P14	Final forced-choice frame
S48	response	Structurer et prendre position	the first difficulty is administrative	la première difficulté est administrative	la première difficulté est administrative	Cela montre que la première difficulté est administrative, avant même la question de l'emploi.	Economie P15	Use la première difficulté est... to rank obstacles.
S49	response	Structurer et prendre position	a real effort to adapt personally	un vrai effort d'adaptation personnelle	un vrai effort d'adaptation personnelle	Cela permet de comprendre que partir travailler ailleurs demande aussi un vrai effort d'adaptation personnelle.	Economie P15	Effort d'adaptation names the work of adjusting.
S50	response	Structurer et prendre position	land-use planning tool	un outil d'aménagement du territoire	outil d'aménagement du territoire	Cela permet de comprendre que le tourisme peut servir d'outil d'aménagement du territoire.	Economie P16	Policy synthesis phrase
S51	shared	Structurer et prendre position	benefits that go well beyond...	des bénéfices qui dépassent largement […]	des bénéfices qui dépassent largement	Cela montre que le tourisme apporte des bénéfices qui dépassent largement la simple dépense des visiteurs.	Economie P16	Dépasser largement introduces wider effects.
S52	response	Structurer et prendre position	quality of management	la qualité du management	la qualité du management	Cela montre que le vrai critère de jugement est la qualité du management, pas l'identité de genre.	Economie P17	Evaluation criterion
S53	response	Travail et économie	the company's interest	l'intérêt de l'entreprise	l'intérêt de l'entreprise	Cela montre que juger un responsable sur son sexe est à la fois injuste et contraire à l'intérêt de l'entreprise.	Economie P17	Contraire à l'intérêt de... gives a practical objection.
S54	response	Structurer et prendre position	judge each manager individually	juger chaque responsable individuellement	juger chaque responsable individuellement	La bonne approche est de juger chaque responsable individuellement, sur son comportement réel.	Economie P17	Final fairness rule
S55	response	Structurer et prendre position	wage recognition	la reconnaissance salariale	la reconnaissance salariale	Cela montre qu'il existe un vrai décalage entre l'utilité sociale et la reconnaissance salariale, et il serait juste que ce décalage soit progressivement corrigé.	Economie P20	Pay-recognition phrase
S56	response	Structurer et prendre position	real injustices between effort and pay	de vraies injustices entre l'effort fourni et la rémunération réelle	de vraies injustices entre l'effort fourni et la rémunération réelle	Le salaire dépend surtout de la rareté des compétences et du marché, ce qui crée parfois de vraies injustices entre l'effort fourni et la rémunération réelle.	Economie P20	Use entre X et Y to compare effort with reward.
S57	response	Structurer et prendre position	a real social effect	un vrai effet social	un vrai effet social	Cela montre que cette mesure aurait un vrai effet social, surtout pour les ménages les plus fragiles.	Economie P22	Summarize social benefit
S58	response	Environnement et transports	real environmental interest	un vrai intérêt environnemental	un vrai intérêt environnemental	Cela permet de comprendre que cette mesure a aussi un vrai intérêt environnemental.	Economie P22	Benefit summary
S59	response	Structurer et prendre position	coordinated action by the state	l'action coordonnée de l'État	l'action coordonnée de l'État	Cette mission demande l'action coordonnée de l'État, des entreprises, des citoyens et du tissu associatif.	Economie P23	Final shared model
S60	response	Structurer et prendre position	take on its fullest meaning	prendre le plus de sens	prend le plus de sens	C'est dans cette forme d'engagement que la solidarité prend le plus de sens.	Education P10	Prendre sens means becoming meaningful in context.
S61	response	Structurer et prendre position	clear, fair and consistently enforced rules	des règles claires, justes et appliquées	des règles claires, justes et appliquées	Le bon équilibre repose donc sur des règles claires, justes et appliquées de la même manière pour tous.	Education P17	Legal-balance phrase.
S62	response	Structurer et prendre position	value other pathways	valoriser les autres parcours	valoriser les autres parcours	Il faut donc garder l'université ouverte, mais aussi valoriser les autres parcours, sans hiérarchie excessive.	Education P20	Nuanced conclusion.
S63	response	Éducation et apprentissage	attitude toward work	une attitude face au travail	une attitude face au travail	Cela permet de comprendre que les notes ne sont pas seulement un chiffre : elles construisent aussi une attitude face au travail.	Education P21	Synthesis phrase.
S64	response	Structurer et prendre position	make learning more effective	renforcer l'efficacité des apprentissages	renforcent vraiment l'efficacité des apprentissages	Cela montre que les sorties pédagogiques renforcent vraiment l'efficacité des apprentissages.	Education P23	Renforcer l'efficacité de... means improve effectiveness.
S65	response	Structurer et prendre position	a question of context	une question de contexte	une question de contexte	C'est donc une question de contexte, pas une vérité générale.	Environnement P5	Nuanced conclusion.
S66	response	Structurer et prendre position	a gradual and targeted ban	une interdiction progressive et ciblée	une interdiction progressive et ciblée	Enfin, parce qu'une interdiction totale et brutale serait injuste sans transports publics performants : il faut donc préférer une interdiction progressive et ciblée.	Environnement P8	Practical policy compromise.
S67	response	Structurer et prendre position	clear public support	un soutien public clair	un soutien public clair	Il faut donc un soutien public clair et une attention aux prix.	Environnement P13	Policy support conclusion.
S68	response	Structurer et prendre position	organization makes the difference	l'organisation fait la différence	l'organisation qui fait la différence	Cela montre que travailler en famille n'est pas une mauvaise idée en soi : c'est surtout l'organisation qui fait la différence.	Famille P7	Final criterion.
S69	response	Structurer et prendre position	sincerity of the bond	la sincérité du lien	la sincérité du lien	L'important n'est donc pas le nombre, mais la sincérité du lien.	Famille P9	Key criterion.
S70	response	Structurer et prendre position	quality of organization	la qualité de l'organisation	la qualité de l'organisation	Cela montre que la difficulté n'est pas dans la cohabitation elle-même, mais dans la qualité de l'organisation.	Famille P11	Key criterion.
S71	response	Structurer et prendre position	between firmness and listening	entre la fermeté et l'écoute	entre la fermeté et l'écoute	L'équilibre est à chercher entre la fermeté et l'écoute.	Famille P12	Balanced authority.
S72	response	Structurer et prendre position	strong identity link	un lien identitaire fort	un lien identitaire fort	Cela montre que la langue maternelle n'est pas seulement un outil de communication : c'est aussi un lien identitaire fort.	Famille P13	Synthesis phrase.
S73	response	Structurer et prendre position	an act of respect	un acte de respect	un acte de respect	Cela montre que partager les tâches n'est pas seulement pratique, c'est aussi un acte de respect.	Famille P14	Synthesis phrase.
S74	response	Structurer et prendre position	protect household balance	protéger l'équilibre du foyer	protéger l'équilibre du foyer	Cela montre qu'organiser les tâches, c'est aussi protéger l'équilibre du foyer.	Famille P14	Organizing purpose.
S75	response	Structurer et prendre position	for a limited period	pour une période limitée	pour une période limitée	En conclusion, je dirais que travailler et étudier en même temps est vraiment difficile, même si cela peut être faisable dans de bonnes conditions et pour une période limitée.	Santé P3	Qualify feasibility over time.
S76	response	Structurer et prendre position	feed everyone better	mieux nourrir tout le monde	mieux nourrir tout le monde	L'enjeu n'est pas d'opposer bio et non bio, mais de mieux nourrir tout le monde.	Santé P7	Social conclusion for food access.
